distance_km,duration_minutes,demand_index,traffic_level,weather_condition,day_of_week,hour_of_day,vehicle_type,ride_fare
3.55,10.0,2.4,9,Rainy,Thu,3,Auto,99.76
13.06,36.1,1.21,2,Rainy,Fri,9,Auto,210.0
14.25,56.3,1.38,1,Clear,Sat,9,Bike,187.76
6.23,25.8,2.74,8,Rainy,Sun,23,Bike,134.31
4.79,14.0,2.87,3,Clear,Thu,20,Car,145.33
10.02,35.2,2.73,7,Rainy,Sun,10,Bike,152.53
6.72,28.1,1.55,8,Stormy,Mon,15,Auto,186.56
1.36,5.4,2.45,6,Clear,Mon,16,Bike,45.05
3.19,11.4,1.69,9,Clear,Sun,15,Car,135.5
11.02,40.6,1.74,7,Rainy,Mon,6,Car,325.55
10.22,35.9,1.01,5,Rainy,Sun,15,Car,276.96
1.38,4.3,1.98,8,Rainy,Thu,2,Bike,25.86
4.11,14.9,0.97,2,Clear,Tue,15,Car,107.45
4.24,16.4,1.33,7,Clear,Fri,7,Bike,65.87
10.41,44.2,2.64,4,Clear,Thu,11,Auto,206.02
1.28,4.8,1.02,9,Rainy,Tue,2,Auto,67.64
2.46,9.9,0.68,1,Clear,Tue,16,Bike,45.93
12.2,34.4,0.67,7,Rainy,Sat,20,Car,276.33
3.5,12.0,2.85,6,Clear,Thu,17,Bike,72.27
10.14,25.5,1.77,8,Clear,Thu,10,Auto,179.26
4.33,13.0,1.52,5,Clear,Sun,3,Auto,80.2
2.39,9.4,2.53,1,Rainy,Tue,15,Auto,59.07
4.4,19.7,2.59,1,Clear,Tue,16,Bike,82.03
11.11,30.0,1.33,9,Clear,Tue,8,Bike,148.0
12.98,42.9,2.23,6,Clear,Sun,5,Car,325.5
12.62,51.7,2.43,5,Clear,Sat,23,Bike,187.76
6.56,19.1,2.14,1,Clear,Thu,19,Bike,98.21
10.35,37.4,0.88,6,Rainy,Tue,1,Bike,138.49
3.87,15.3,2.69,6,Clear,Mon,8,Bike,72.1
5.1,19.0,1.85,3,Clear,Thu,20,Car,168.74
13.55,39.0,1.21,8,Rainy,Sun,5,Bike,194.96
1.18,3.8,1.56,1,Stormy,Sat,2,Auto,49.44
2.2,8.9,0.59,1,Clear,Mon,19,Bike,40.1
3.91,14.1,0.82,6,Clear,Sun,5,Bike,64.86
1.37,3.4,2.41,1,Rainy,Wed,6,Bike,20.22
3.54,14.2,0.5,6,Stormy,Thu,0,Bike,62.66
9.16,23.5,1.54,1,Rainy,Wed,22,Bike,126.43
6.9,27.5,1.81,6,Clear,Sun,0,Auto,144.75
13.5,39.2,0.64,3,Clear,Sun,4,Bike,152.92
12.44,54.9,2.93,8,Rainy,Sun,5,Bike,251.18
5.79,18.7,1.07,6,Clear,Tue,12,Bike,79.02
4.63,14.6,1.26,1,Clear,Sat,1,Bike,56.71
6.32,17.7,1.26,5,Rainy,Tue,14,Car,176.71
9.26,28.8,1.08,8,Clear,Sat,14,Auto,146.01
4.75,20.2,0.5,3,Clear,Fri,12,Bike,82.11
9.74,43.8,2.32,6,Clear,Tue,13,Bike,140.12
6.73,21.8,2.92,5,Clear,Wed,21,Car,200.98
8.73,29.7,1.06,6,Clear,Sat,6,Bike,119.25
7.11,28.0,2.16,1,Rainy,Tue,13,Car,220.19
5.12,21.9,2.35,7,Clear,Thu,23,Bike,75.5
14.28,52.6,2.62,9,Clear,Sun,9,Car,453.81
11.69,38.4,1.56,2,Stormy,Sat,16,Car,379.21
2.96,9.8,1.26,5,Clear,Sat,13,Auto,65.33
13.16,51.2,1.31,4,Clear,Tue,7,Bike,164.98
7.82,19.6,2.28,6,Stormy,Fri,3,Bike,145.3
13.52,50.6,2.54,6,Rainy,Tue,15,Bike,211.8
12.2,39.2,0.95,2,Clear,Wed,23,Bike,144.55
6.95,28.4,1.43,2,Rainy,Wed,12,Bike,117.64
1.31,3.5,2.75,4,Clear,Sat,21,Bike,34.66
4.76,17.5,2.52,1,Rainy,Sat,19,Auto,136.32
8.58,29.7,2.96,9,Clear,Tue,17,Auto,168.46
9.87,37.4,2.39,7,Rainy,Wed,13,Bike,170.06
4.61,12.1,1.48,7,Clear,Wed,17,Bike,74.19
2.95,10.8,1.98,3,Clear,Fri,4,Car,113.73
12.69,46.0,2.15,3,Clear,Thu,8,Bike,169.54
14.78,53.5,0.7,1,Clear,Fri,2,Auto,216.45
8.36,31.0,1.86,3,Rainy,Mon,7,Bike,139.29
3.4,13.1,2.27,3,Clear,Sun,19,Bike,62.85
4.81,19.8,0.92,4,Clear,Fri,21,Bike,64.76
1.26,3.8,2.45,4,Clear,Tue,9,Bike,45.8
13.8,57.3,1.96,3,Clear,Thu,21,Car,391.91
2.65,9.3,2.88,8,Rainy,Tue,18,Auto,72.67
9.07,24.1,0.61,8,Rainy,Sun,20,Bike,149.2
4.84,12.7,1.16,1,Clear,Mon,2,Car,120.25
8.76,27.8,2.0,7,Rainy,Thu,10,Bike,118.56
10.12,41.2,1.24,2,Rainy,Sat,10,Car,280.78
12.62,49.4,2.29,1,Clear,Wed,16,Car,350.0
3.89,15.9,2.4,3,Clear,Fri,15,Bike,58.36
1.15,4.1,0.76,4,Rainy,Tue,6,Bike,22.58
2.92,9.9,1.78,6,Clear,Mon,3,Bike,46.37
13.6,38.0,1.77,5,Rainy,Wed,22,Auto,228.09
13.23,41.8,1.42,4,Clear,Fri,18,Auto,204.92
9.36,31.5,2.83,8,Clear,Wed,11,Car,322.49
9.41,25.2,2.57,4,Clear,Fri,14,Auto,172.67
10.31,30.3,2.24,2,Clear,Sat,10,Bike,143.13
3.46,12.8,2.29,3,Stormy,Thu,4,Bike,79.75
13.8,54.8,1.65,6,Clear,Wed,4,Auto,214.96
6.86,30.8,2.8,8,Clear,Wed,14,Bike,114.52
6.36,27.8,2.24,8,Rainy,Wed,17,Auto,179.34
8.26,31.3,2.32,9,Clear,Thu,10,Bike,147.89
1.66,5.5,2.65,7,Clear,Mon,11,Bike,36.43
3.33,12.6,1.19,2,Rainy,Fri,1,Bike,47.35
11.33,46.1,2.52,8,Rainy,Sat,19,Auto,261.01
2.16,5.9,0.99,7,Clear,Wed,14,Bike,41.75
9.44,31.3,1.36,8,Clear,Sun,19,Auto,178.64
4.43,18.5,1.34,3,Clear,Thu,3,Bike,81.54
6.45,21.1,2.95,7,Clear,Mon,21,Auto,126.02
5.04,18.4,2.64,9,Clear,Fri,17,Auto,123.41
5.98,22.0,2.25,3,Clear,Thu,5,Bike,103.82
11.07,31.8,2.32,6,Clear,Sat,22,Auto,162.08
5.16,16.6,1.91,2,Clear,Sat,18,Bike,80.5
8.93,28.3,2.87,2,Clear,Fri,10,Bike,124.31
7.66,19.6,1.74,5,Clear,Wed,23,Bike,103.23
10.29,26.2,1.45,5,Rainy,Sat,1,Auto,174.26
14.12,58.8,0.91,7,Rainy,Mon,7,Car,375.18
11.26,34.3,2.47,2,Clear,Thu,10,Auto,186.86
4.01,14.2,2.34,7,Clear,Mon,4,Auto,67.05
1.44,4.5,1.46,5,Clear,Wed,17,Auto,53.79
4.67,20.5,0.56,6,Clear,Mon,22,Bike,71.82
9.33,28.2,2.6,8,Clear,Mon,17,Car,306.98
1.72,5.8,0.53,4,Clear,Tue,13,Bike,31.53
7.95,33.8,2.26,7,Clear,Mon,21,Car,252.94
9.36,39.2,2.93,6,Rainy,Fri,9,Auto,199.48
5.68,16.3,1.59,2,Clear,Thu,2,Auto,74.33
11.79,48.4,1.09,8,Clear,Tue,8,Auto,223.54
2.49,8.5,2.26,9,Rainy,Thu,2,Bike,58.63
2.05,7.1,2.54,5,Clear,Thu,10,Auto,50.73
11.19,31.0,1.87,4,Clear,Wed,11,Bike,144.14
7.94,21.1,2.92,6,Clear,Wed,11,Auto,156.13
10.64,42.1,0.63,8,Clear,Tue,2,Auto,194.49
7.09,24.8,1.76,3,Rainy,Sat,20,Car,216.67
4.45,15.0,2.3,1,Clear,Sun,6,Auto,95.67
12.47,49.4,2.66,4,Clear,Wed,13,Bike,173.15
12.19,49.1,0.95,4,Clear,Sun,23,Bike,156.93
10.73,30.2,2.5,1,Clear,Wed,10,Auto,164.93
4.81,17.9,1.88,9,Rainy,Wed,6,Bike,86.08
9.26,25.7,1.49,3,Rainy,Thu,20,Bike,114.86
6.05,24.2,0.83,5,Clear,Tue,9,Car,173.19
2.28,8.7,2.66,6,Clear,Thu,10,Auto,63.85
13.84,61.1,0.89,8,Clear,Fri,14,Auto,274.36
2.92,7.7,1.27,6,Rainy,Thu,18,Bike,60.86
14.3,37.4,1.23,3,Clear,Sun,15,Auto,192.38
7.24,22.2,2.68,6,Clear,Sun,21,Bike,111.55
